Pmid
14592798
14587926
14587099
14586580
14585642
14584523
14578579
14578320
14576764
14576045
14575744
14575689
14572624
14571950
14571096
14569886
14569716
14565546
14564930
14564560
14561088
14560047
14559927
14557260
14535306
14535069
14533945
14531723
14531471
14531085
14530385
14529420
14528602
14526753
14524461
14522694
14522691
14522122
14517245
14516743
14516381
14516380
14509829
14506981
14506875
14506632
14506631
14505983
14503717
14501021
14499841
14499662
14498821
13680096
13679955
13679954
12972337
12968208
12967694
12967200
12966572
12964804
12963034
12963004
12962996
12958962
12958961
12958960
12958405
12958403
12956910
12954229
12954198
12954184
12954078
12953560
12953461
12952166
12951650
12949402
12949395
12949392
12949391
12948538
12948301
12948068
12948025
12947683
12947680
12947677
12947633
12947631
12947450
12947420
12945298
12945286
12943565
12943220
12941399
12940033
12940009
12938450
12938444
12938432
12938399
12938397
12938340
12937689
12937413
12936941
12931883
12931192
12931167
12930888
12929618
12927374
12926888
12926882
12920203
12918879
12918548
12918317
12914259
12912785
12908906
12906748
12906336
12903901
12897166
12894880
12889536
12888656
12887659
12885390
12885384
12883285
12881862
12880483
12880480
12879758
12878401
12878383
12877644
12877466
12873410
12873156
12873152
12873012
12871719
12871033
12870758
12870152
12868158
12866941
12861345
12859983
12859343
12859016
12858216
12855691
12854532
12853320
12851052
12850887
12850886
12848486
12841876
12839743
12835997
12835503
12834728
12833478
12831960
12831951
12831501
12829892
12828198
12826259
12826029
12826028
12824032
12821886
12818812
12818805
12817293
12815778
12815159
12814883
12811869
12810408
12809278
12809277
12806832
12806483
12806183
12805753
12804018
12803279
12797842
12795823
12794277
12794082
12793974
12790676
12785740
12785541
12785509
12783799
12783590
12782737
12782225
12781853
12781777
12781484
12781224
12779049
12778862
12778774
12778049
12777206
31354186
12775368
12774363
12773527
12771966
12771963
12770137
12769739
12767705
12766241
12763776
12763728
12761819
12761626
12760785
12755530
12754377
12750256
12748173
12747572
12747087
12740075
12733475
12731367
12730475
12730466
12730454
12728222
12728214
12728082
12724819
12723939
12720400
12719605
12716681
12714119
12713737
12711438
12711422
12711157
12709584
12708690
12707271
12700621
12697274
12697226
12694876
12694863
12694750
12694411
12690301
12690040
12688230
12682433
12681949
12685626
12683844
12679194
12678909
12678871
12678130
12677342
12673032
12672611
12672509
12672175
12670876
12669565
12668434
12668133
12667632
12667604
12666834
12666449
12664884
12664669
12664668
12663510
12663270
12662368
12662125
12661808
12660148
12657651
12656224
12655412
12655091
12652358
12652356
12646606
12645161
12641486
12638033
12637316
12636165
12633515
12631366
12628524
12628204
12627174
12626621
12625400
12625045
12624656
12621811
12618146
12617193
12616252
12614573
12611197
12604919
12602935
12602930
12602846
12602497
12602493
12596589
12596535
12594911
12594008
12594007
12593932
12593659
12591197
12591149
12590503
12586604
12586499
12586464
12583834
12581611
12579752
12578184
12577593
12576684
12575394
12573905
12573758
12572681
12572362
12571668
12571232
12571034
12570888
12563289
12561592
12561590
12561548
12561512
12561248
12559783
12559670
12556942
12556398
12553729
12550097
12544255
12542308
12541298
12540058
12538823
12537618
12533849
12532380
12530967
12527181
12527163
12527159
12527038
12525665
12524672
12524424
12521229
12521177
12520953
12519726
12519718
12517103
12516337
12516113
12515046
12514292
12514257
12511205
12509799
12508226
20021159
12499649
12499339
12498628
12498324
12495545
12495464
12495463
12495459
12495255
12494887
12494302
12493747
12491523
12489821
12488135
12486441
12486233
12482938
12480286
12480284
12480282
12477277
12476868
12475278
12475050
12474721
12474017
12469365
12466495
12466194
12465792
12464267
12462747
12462518
12460807
12460717
12460052
12456783
12455471
12455225
12455005
12454228
12453212
12452775
12450188
12448864
12448374
12448347
12444459
12442807
12442787
12438603
12435818
12435662
12432172
12431788
12429475
12428973
12428961
12428457
12428287
12427050
12426153
12426140
12425189
12421862
12420942
12420571
12417966
12416732
12412828
12411205
12411165
12410174
12408981
12408562
12408546
12406625
12405403
12403076
12402469
12399313
12399167
12398401
12398397
12397538
12396542
12396134
12395830
12395608
12395131
12394646
12393674
12393625
12388802
12386157
12383648
12380989
12380840
12379833
12379120
12377188
12376695
12376400
12376363
12374588
12374223
12371906
12370051
12369417
12368407
12367773
12365780
12365195
12362933
12362804
12362801
12362793
12362792
12362786
12362785
12362779
12358723
12358630
12358491
12353581
12350132
12350131
12349451
12324424
12296421
12294057
12293188
12270934
12244036
12243782
12242308
12236069
12235647
12235278
12235125
12234183
12230488
12230229
12226730
12206913
12216390
12213536
12212769
12209326
12207913
12204771
12203942
12200900
12200102
12198135
12198001
12197420
12196443
12196421
12193209
12191685
12190737
12189602
12189134
12187619
12187396
12184662
12183528
12183449
12177495
12176335
12175892
12175061
12174324
12173248
12168723
12167569
12166328
12165100
12162336
12161463
12161436
12153499
12153031
12152150
12151059
12150254
12149812
12149180
12146623
12145016
12142958
12142617
12137989
12135116
12134944
12127393
12124948
12121739
12117454
12115845
12115833
12115825
12114319
12108729
12107377
12107189
12106977
12105237
12102767
12100862
12100603
12100096
12099465
12098845
12098838
12097664
12097658
12096807
12096804
12096746
12094670
12094610
12093453
12093436
12092765
12092748
12088032
12086718
12081822
12080407
12078511
12077251
12075936
12075365
12075106
12074255
12074195
12071347
12071303
12070482
12069591
12069170
12069169
12068539
12067102
12067048
12064061
12062388
12061888
12056530
12056529
12056135
12055200
12052080
12049487
12049486
12049147
12047838
12046926
12044568
12042488
12040790
12038602
12035948
12035860
12035849
12035075
12033376
12032187
12030305
12030276
12024817
12015971
12020386
12020384
12020382
12019995
12014626
12014071
12010125
12005982
12005245
12005035
12003656
12003317
12003147
12003140
12002657
12001065
11999755
11999538
11999121
11997097
11996824
11993761
11993624
11993623
11992632
11991674
11987837
11985410
11983827
11983823
11982437
11980652
28547542
11978487
11977932
11977356
11976462
11976278
11976085
11975849
11972098
11965521
11965507
11962656
11959678
11955818
11955816
11951980
11943383
11942402
11942324
11939317
11939199
11936569
11934309
11934245
11933050
11929300
11925486
11924580
11922159
21432286
11920927
11917506
11917058
11915917
11915314
11913966
11911834
11908642
11908641
11906461
11906180
11903610
11902966
11902370
11895149
11895148
11891070
11890058
11889658
11889044
11885699
11884293
11884037
11883258
11879749
11878403
11876887
11876873
11876554
11874916
11873884
11873522
11873098
11872469
11871549
11867879
11867524
11866449
11864499
11856836
11855355
11855189
11853921
11851201
11850416
11849486
11849034
11846416
11846078
11846011
11842118
11840840
11840835
11840761
11840760
11796087
11837977
11836958
11834830
11834721
11832330
11831850
11831021
11827773
11825891
11824544
11820238
11817694
11817176
11815871
11815762
11815623
11813086
11813083
11813078
11812877
11809751
11806992
11806220
11806143
11795514
11804160
11803700
11799309
11798286
11796378
11794811
11794726
11794539
11794538
11792692
11791485
11791478
11788108
11787986
11787982
11787978
11786928
11786352
11782900
11782897
11779237
11776933
11774815
11772314
11771843
11770707
11769801
11769220
11768374
11767624
11767569
11767208
11767112
11766407
11765599
11764165
11763476
11762736
11759911
11759383
11758398
11758372
11757400
11757380
11755272
11753487
11750152
11749800
11748785
11748456
11746731
11746528
11741966
11741549
11741251
11741005
11739875
11739600
11731649
11731474
11726974
11725967
11725527
11724228
11695931
11718935
11716313
11714714
11713984
11711239
11710101
11709471
11708605
11708582
11704662
11702418
11701772
11700304
11699976
11699836
11697767
11695454
11694067
11694019
11694004
11689890
11689564
11688656
11684393
11682059
11677654
11672699
11671310
11607046
11606168
11605651
11604265
11604235
11603646
11603643
11601664
11601562
11599124
11598598
11596267
11594469
11594112
11593345
11591532
11588419
11583046
11581524
11580904
11579422
11577855
11576824
11576772
11576771
11576770
11576697
11575161
11573761
11573200
11572959
11571136
11570015
11568513
11565295
11561587
11558916
11557512
11556114
11554988
11554439
11553762
11553581
11553006
11551348
11551343
